Part_Number,Organization,WIP,Coldhead_Serial_Number,Temps,Arrival_Date,Teardown_Date,Test_Date,Date_Closed,depart_date,status
300388D,,UNKNOWN,SJ02894,,,,,2011-10-05 00:00:00,,
300388D.002,RCZ,29458,J02813,,2013-07-25T07:00:00,,2013-12-11 00:00:00,2014-01-13 00:00:00,,Closed
,,32707,J02331,,2014-02-20 00:00:00,,,2014-04-22 00:00:00,,Closed
300388D.002,,25173,J02151,,,,,,,Closed
300388D.002,RCZ,37074,J01489,,2014-11-04T08:00:00,,,,,Closed
300388D.002,RCZ,38327,J01601,,2015-01-06T08:00:00,,,2015-05-07 00:00:00,,Closed
300388D.002,RCZ,39511,J02731,,2015-03-05T08:00:00,,,2015-07-02 00:00:00,,Closed
300388D.002,RCZ,82991,J01539,,2016-07-19T08:00:00,,,2017-05-02 00:00:00,,Closed
300388D.002,,216135,J02937,,2017-02-04 00:00:00,,,2017-05-02 00:00:00,,Closed
300388D.002,RCZ,221574,J04107,,2017-10-12T08:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,RCZ,221575,J00871,,2017-10-12T08:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,,221581,J02792,,2017-10-16 00:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,,216121,J03871,,2017-10-16 00:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,RCZ,221574,J04107,,2017-10-12T08:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,RCZ,221575,J00871,,2017-10-12T08:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,,221581,J02792,,2017-10-16 00:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,,216121,J03871,,2017-10-16 00:00:00,,,2017-12-18 00:00:00,,Closed
300388D.002,,224210,J00635,,2018-03-07 00:00:00,,,2018-05-11 00:00:00,,Closed
300388D.002,,216238,J03089(1),,,,2017-02-27 00:00:00,,2017-03-01 00:00:00,Closed
300388D.002,,217996,J03089(2),,2017-05-03 00:00:00,,,,,Closed
300388D.002,,222753,J03089(3),,2017-12-14 00:00:00,,,2018-05-11 00:00:00,,Closed
300388D.002,,227185,J00750,,2018-08-07 00:00:00,,,2018-11-07 00:00:00,,Closed
300388D.002,RCZ,227187,J02587,,2018-08-07T08:00:00,,,2018-11-07 00:00:00,,Closed
300388D.002,,36629,J03584(1),,2014-09-02 00:00:00,,2015-01-09 00:00:00,2015-01-13 00:00:00,2015-01-20 00:00:00,Closed
300388D.002,,217995,J03584(2),,2017-05-03 00:00:00,,2017-07-26 00:00:00,2017-08-10 00:00:00,2017-08-14 00:00:00,Closed
300388D.002,,227549,J03584(3),,2018-08-22 00:00:00,,,2018-11-07 00:00:00,,Closed
300388D.002,,29184,J02301(1),,2013-07-10 00:00:00,,2013-09-13 00:00:00,2013-09-13 00:00:00,2013-09-13 00:00:00,Closed
300388D.002,,47248,J02301(2),,2016-04-12 00:00:00,,2016-05-18 00:00:00,2016-06-09 00:00:00,2016-06-10 00:00:00,Closed
300388D.002,,217573,J02301(3),,2017-04-14 00:00:00,,2017-05-11 00:00:00,2017-05-18 00:00:00,,Closed
300388D.002,,220858,J02301(4),,2017-09-06 00:00:00,,2017-09-21 00:00:00,2017-09-28 00:00:00,2017-09-29 00:00:00,Closed
300388D.002,,221848,J02301(5),,2017-11-21 00:00:00,,,2017-11-21 00:00:00,2017-11-22 00:00:00,Closed
300388D.002,,228519,J02301(6),,2018-10-12 00:00:00,,,2018-11-07 00:00:00,,Open
300388D,,24239,J0310D,,,,,2012-10-23 00:00:00,,Closed
300388D.002,RCZ,22950,J02000,,2012-06-19T08:00:00,,,2012-10-23 00:00:00,,Closed
300388D.002,RCZ,25172,J02805,,2012-10-18T07:00:00,,,2012-12-04 00:00:00,,Closed
300388D,,25175,J03198,,,,,2012-11-13 00:00:00,,Closed
300388D.002,RCZ,24237,J01468,,2012-08-27T08:00:00,,,2012-11-05 00:00:00,,Closed
300388D.002,RCZ,24238,J01446,,2012-08-27T08:00:00,,,2012-10-23 00:00:00,,Closed
300388D.002,RCZ,24236,J01506,,2012-08-27T08:00:00,,,2012-01-17 00:00:00,,Closed
300388D.002,RCZ,25171,J03121,,2012-10-18T07:00:00,,,2013-01-16 00:00:00,,Closed
300388D.002,RCZ,25486,J01497,,2012-11-13T08:00:00,,,2013-01-15 00:00:00,,Closed
300388D,,25496,SJ03228,,,,,2013-01-30 00:00:00,,Closed
300388D.002,RCZ,25954,J02990,,2012-12-05T08:00:00,,,2013-01-29 00:00:00,,Closed
300388D,,26189,J03201,,,,,2013-01-28 00:00:00,,Closed
300388D,,26412,J03156,,,,,2013-01-25 00:00:00,,Closed
300388D.002,,26826,J03195,,,,,2013-03-15 00:00:00,,Closed
300388D.002,RCZ,25172,J02805,,2012-10-18T07:00:00,,,2012-11-09 00:00:00,,Closed
300388D.002,,25174,J03161,,,,,2012-11-19 00:00:00,,Closed
300388D.002,,24239,J0310D,,,,,2012-11-20 00:00:00,,Closed
300388D.002,,27275,J01308,,,,,2013-04-12 00:00:00,,Closed
300388D.002,RCZ,27272,J02358,,2013-03-11T07:00:00,,,2013-04-17 00:00:00,,Closed
300388D.002,RCZ,27273,J02593,,2013-03-11T07:00:00,,,2013-04-18 00:00:00,,Closed
300388D.002,RCZ,27734,J02041,,2013-04-10T07:00:00,,,2013-04-19 00:00:00,,Closed
300388D.002,RCZ,27727,J02255,,2013-04-10T07:00:00,,,2013-04-25 00:00:00,,Closed
300388D.002,RCZ,27726,J01929,,2013-04-10T07:00:00,,,2013-04-22 00:00:00,,Closed
300388D.002,,28301,J02838,,,,,2013-05-28 00:00:00,,Closed
300388D.002,RCZ,28300,SJ02521,,2013-05-03T08:00:00,,,2013-05-21 00:00:00,,Closed
300388D.002,RCZ,28484,J00344,,2013-05-22T08:00:00,,,2013-06-21 00:00:00,,Closed
300388D.002,RCZ,28483,J01916,,2013-05-22T08:00:00,,,2013-07-02 00:00:00,,Closed
300388D.002,,28481,J03216,,,,,2013-07-09 00:00:00,,Closed
300388D.002,,28480,J03054,,,,,2013-07-10 00:00:00,,Closed
300388D.002,RCZ,27725,J01958,,2013-04-10T07:00:00,,,2013-07-25 00:00:00,,Closed
300388D.002,RCZ,28932,J02924,,2013-06-11T08:00:00,,2013-08-14 00:00:00,2013-08-14 00:00:00,2013-08-23 00:00:00,Closed
300388D.002,RCZ,29183,J02075,,2013-07-05T08:00:00,,,2013-08-15 00:00:00,,Closed
300388D.002,RCZ,29187,J02602,,2013-07-05T08:00:00,,2013-08-16 00:00:00,2013-08-16 00:00:00,2013-08-23 00:00:00,Closed
300388D.002,RCZ,29987,J02602,,2013-08-21T08:00:00,,2013-08-16 00:00:00,2013-08-21 00:00:00,2013-08-23 00:00:00,Closed
300388D.002,,29267,J03391,,2013-07-13 00:00:00,,2013-09-03 00:00:00,2013-09-04 00:00:00,2013-09-04 00:00:00,Closed
300388D.002,RCZ,29354,J01941,,2013-07-17T07:00:00,,,2013-09-09 00:00:00,2013-09-06 00:00:00,Closed
300388D.002,RCF,27086,J03286,,2013-02-22T08:00:00,,2013-07-23 00:00:00,2013-09-16 00:00:00,2013-09-16 00:00:00,Closed
300388D.002,,29459,J02436,,2013-08-02 00:00:00,,2013-09-20 00:00:00,2013-09-24 00:00:00,2013-09-24 00:00:00,Closed
300388D.002,,29938,J03161,,2013-08-20 00:00:00,,2013-09-23 00:00:00,2013-10-01 00:00:00,2013-10-02 00:00:00,Open
300388D.002,RCZ,29186,J01600,,2013-07-05T08:00:00,,2013-09-26 00:00:00,2013-10-04 00:00:00,2013-10-04 00:00:00,Closed
300388D.002,,29936,J03130,,2013-08-20 00:00:00,,2013-09-24 00:00:00,2013-10-04 00:00:00,2013-10-04 00:00:00,Closed
300388D.002,RCZ,29332,J03017,,2013-07-11T07:00:00,,2013-09-30 00:00:00,2013-10-11 00:00:00,2013-10-16 00:00:00,Closed
300388D.002,,29937,J02530,,2013-08-20 00:00:00,,2013-09-26 00:00:00,2013-10-11 00:00:00,2013-10-16 00:00:00,Closed
300388D.002,RCZ,29939,J02927,,2013-08-21T08:00:00,,2013-10-01 00:00:00,2013-10-11 00:00:00,2013-10-16 00:00:00,Closed
300388D.002,RCZ,30052,J02041,,2013-09-04T08:00:00,,2013-10-07 00:00:00,2013-10-11 00:00:00,2013-10-16 00:00:00,Closed
300388D.002,,29457,J03691,,2013-08-02 00:00:00,,2014-01-22 00:00:00,2014-01-24 00:00:00,2014-01-24 00:00:00,Closed
300388D.002,RCZ,30053,J02985,,2013-09-04T08:00:00,,2014-12-17 00:00:00,2014-01-13 00:00:00,2014-01-03 00:00:00,Closed
300388D.002,,30328,J03323,,2013-09-20 00:00:00,,2013-12-19 00:00:00,2014-01-13 00:00:00,2014-01-13 00:00:00,Closed
300388D.002,RCZ,30329,J01208,,2013-09-19T08:00:00,,2014-12-18 00:00:00,2014-01-13 00:00:00,2014-01-14 00:00:00,Closed
300388D.002,RCZ,31740,J01294,,2013-12-05T08:00:00,,2014-01-16 00:00:00,2014-01-27 00:00:00,2014-01-27 00:00:00,Closed
300388D.002,RCZ,30871,J01941,,2013-10-08T08:00:00,,2014-01-29 00:00:00,2014-02-13 00:00:00,2014-02-12 00:00:00,Closed
300388D.002,RCZ,30874,J02599,,2013-10-08T08:00:00,,2014-01-30 00:00:00,2014-02-13 00:00:00,2014-02-12 00:00:00,Closed
300388D.002,RCZ,31141,J03210,,2013-11-04T08:00:00,,2014-02-04 00:00:00,2014-02-13 00:00:00,2014-02-12 00:00:00,Closed
300388D.002,RCZ,31741,J01406,,2013-12-05T08:00:00,,2014-02-06 00:00:00,2014-02-13 00:00:00,2014-02-12 00:00:00,Closed
300388D.002,RCZ,31742,J02455,,2013-12-05T08:00:00,,2014-02-11 00:00:00,2014-02-19 00:00:00,2014-02-19 00:00:00,Closed
300388D.002,RCZ,31743,J02856,,2013-12-05T08:00:00,,2014-02-13 00:00:00,2014-02-19 00:00:00,2014-02-19 00:00:00,Closed
300388D.002,RCZ,31745,SJ02525,,2013-12-05T08:00:00,,2014-02-20 00:00:00,2014-02-25 00:00:00,2014-02-26 00:00:00,Closed
300388D.002,,31746,J03150,,2013-12-06 00:00:00,,2014-02-21 00:00:00,2014-02-25 00:00:00,2014-02-26 00:00:00,Closed
300388D.002,,31747,J03473,,2013-12-06 00:00:00,,2014-02-24 00:00:00,2014-02-25 00:00:00,2014-02-26 00:00:00,Closed
300388D.002,,31748,J00333,,2013-12-06 00:00:00,,2014-02-26 00:00:00,2014-03-19 00:00:00,2014-03-12 00:00:00,Closed
300388D.002,RCZ,32055,J01911,,2014-01-17T08:00:00,,2014-03-07 00:00:00,2014-03-19 00:00:00,2014-03-12 00:00:00,Closed
300388D.002,,32056,J02936,,2014-01-29 00:00:00,,2014-03-01 00:00:00,2014-03-19 00:00:00,2014-03-12 00:00:00,Closed
300388D.002,RCZ,32588,J01914,,2014-02-19T08:00:00,,2014-03-11 00:00:00,2014-03-19 00:00:00,2014-03-19 00:00:00,Closed
300388D.002,RCZ,32589,J02741,,2014-02-19T08:00:00,,2014-03-14 00:00:00,2014-03-19 00:00:00,2014-03-19 00:00:00,Closed
300388D.002,RCZ,32590,J02398,,2014-02-19T08:00:00,,2014-03-14 00:00:00,2014-03-19 00:00:00,2014-03-19 00:00:00,Closed
300388D.002,,30054,SJ03676,,2013-09-04 00:00:00,,2013-12-11 00:00:00,2014-03-19 00:00:00,2014-02-04 00:00:00,Closed
300388D.002,RCZ,31140,J02924,,2013-11-04T08:00:00,,2014-01-15 00:00:00,2014-03-19 00:00:00,2014-01-27 00:00:00,Closed
300388D.002,,32591,J03252,,2014-02-20 00:00:00,,2014-03-17 00:00:00,2014-03-26 00:00:00,2014-03-27 00:00:00,Closed
300388D.002,,32592,J03487,,2014-02-20 00:00:00,,2014-03-24 00:00:00,2014-03-26 00:00:00,2014-03-27 00:00:00,Closed
300388D.002,RCZ,32704,J02340,,2014-02-20T08:00:00,,2014-03-21 00:00:00,2014-03-26 00:00:00,2014-03-27 00:00:00,Closed
300388D.002,RCZ,32705,J02907,,2014-02-20T08:00:00,,2014-04-17 00:00:00,2014-04-22 00:00:00,2014-04-23 00:00:00,Closed
300388D.002,RCZ,32706,J02256,,2014-02-20T08:00:00,,2014-04-19 00:00:00,2014-04-22 00:00:00,2014-04-23 00:00:00,Closed
300388D.002,RCZ,32708,J03010,,2014-02-21T08:00:00,,2014-04-22 00:00:00,2014-04-29 00:00:00,2014-04-30 00:00:00,Closed
300388D.002,RCZ,33866,J02868,,2014-04-15T08:00:00,,2014-05-05 00:00:00,2014-05-06 00:00:00,2014-05-07 00:00:00,Closed
300388D.002,RCZ,33867,J02625,,2014-04-15T08:00:00,,2014-04-30 00:00:00,2014-05-06 00:00:00,2014-05-07 00:00:00,Closed
300388D.002,RCZ,33865,J01998,,2014-04-15T08:00:00,,2014-05-06 00:00:00,2014-05-13 00:00:00,2014-05-14 00:00:00,Closed
300388D.002,RCZ,28482,J00460,,2013-05-22T08:00:00,,,2013-06-28 00:00:00,,Closed
300388D.002,RCZ,30330,J00460,,2013-09-19T08:00:00,,2014-05-14 00:00:00,2014-05-20 00:00:00,2014-05-21 00:00:00,Closed
300388D.002,,33870,J03008,,2014-04-16 00:00:00,,2014-05-14 00:00:00,2014-05-20 00:00:00,2014-05-21 00:00:00,Closed
300388D.002,RCZ,34250,J03195,,2014-05-16T08:00:00,,2014-05-29 00:00:00,2014-05-29 00:00:00,2014-05-30 00:00:00,Closed
300388D.002,RCZ,34251,J01544,,2014-05-16T08:00:00,,2014-05-30 00:00:00,2014-06-06 00:00:00,2014-05-30 00:00:00,Closed
300388D.002,RCZ,33868,SJ02540,,2014-04-15T08:00:00,,2014-05-12 00:00:00,2014-08-28 00:00:00,2014-05-14 00:00:00,Closed
300388D.002,,34252,J03074,,2014-05-15 00:00:00,,2014-06-09 00:00:00,2014-08-28 00:00:00,2014-09-01 00:00:00,Closed
300388D.002,,24253,J02442,,2014-05-15 00:00:00,,2014-06-09 00:00:00,2014-08-28 00:00:00,2014-09-01 00:00:00,Closed
300388D.002,,30875,J03372,,2013-10-09 00:00:00,,2014-10-22 00:00:00,2014-11-04 00:00:00,2014-11-07 00:00:00,Closed
300388D.002,RCZ,31740,J01294,,2013-12-05T08:00:00,,2014-10-29 00:00:00,2014-11-13 00:00:00,2014-12-01 00:00:00,Closed
300388D.002,,36632,J02168,,2014-09-02 00:00:00,,2014-11-06 00:00:00,2014-11-13 00:00:00,2014-12-01 00:00:00,Closed
300388D.002,RCZ,35222,J01574,,2014-07-16T07:00:00,,2014-11-18 00:00:00,2014-12-02 00:00:00,2014-12-10 00:00:00,Closed
300388D.002,RCZ,35223,J02861,,2014-07-16T07:00:00,,2014-11-19 00:00:00,2014-12-02 00:00:00,2014-12-10 00:00:00,Closed
300388D.002,,35224,J03362,,2014-07-15 00:00:00,,2014-11-20 00:00:00,2014-12-02 00:00:00,2014-12-10 00:00:00,Closed
300388D.002,,35225,J03355,,2014-07-15 00:00:00,,2014-12-16 00:00:00,2014-01-06 00:00:00,2015-01-07 00:00:00,Closed
300388D.002,RCZ,35232,J02582,,2014-07-16T07:00:00,,2014-12-09 00:00:00,2014-12-19 00:00:00,2015-01-07 00:00:00,Closed
300388D.002,RCZ,35220,J01376,,2014-07-16T07:00:00,,2015-01-21 00:00:00,2015-01-26 00:00:00,2015-02-20 00:00:00,Closed
300388D.002,RCZ,36630,J01735,,2014-09-15T08:00:00,,2015-01-09 00:00:00,2015-01-13 00:00:00,2015-01-20 00:00:00,Closed
300388D.002,RCZ,36631,J01230,,2014-09-15T08:00:00,,2015-01-12 00:00:00,2015-01-26 00:00:00,2015-01-20 00:00:00,Closed
300388D.002,,36633,J03604,,2014-09-02 00:00:00,,2015-01-16 00:00:00,2015-01-26 00:00:00,2015-01-20 00:00:00,Closed
300388D.002,RCZ,35221,J01519,,2014-07-16T07:00:00,,2015-02-02 00:00:00,2015-02-05 00:00:00,2015-02-16 00:00:00,Closed
300388D.002,RCZ,37073,J01900,,2014-11-04T08:00:00,,2015-02-10 00:00:00,2015-02-18 00:00:00,2015-03-13 00:00:00,Closed
300388D.002,,38323,J03876,,2015-01-07 00:00:00,,2015-02-12 00:00:00,2015-02-18 00:00:00,2015-03-13 00:00:00,Closed
300388D.002,RCZ,38326,J02991,,2015-01-06T08:00:00,,2015-02-25 00:00:00,2015-03-09 00:00:00,2015-03-13 00:00:00,Closed
300388D.002,RCZ,38352,J02415,,2014-12-19T08:00:00,,2015-03-01 00:00:00,2015-03-09 00:00:00,2015-03-13 00:00:00,Closed
300388D.002,,38825,J03799,,2015-01-26 00:00:00,,2015-03-24 00:00:00,2015-04-02 00:00:00,2015-04-03 00:00:00,Closed
300388D.002,RCZ,39491,J01639,,2015-03-05T08:00:00,,2015-03-27 00:00:00,2015-04-02 00:00:00,2015-04-03 00:00:00,Closed
300388D.002,RCZ,39495,J02056,,2015-03-05T08:00:00,,2015-03-27 00:00:00,2015-04-02 00:00:00,2015-04-03 00:00:00,Closed
300388D.002,RCZ,39496,J01294,,2015-03-05T08:00:00,,2015-03-31 00:00:00,2015-04-22 00:00:00,2015-05-12 00:00:00,Closed
300388D.002,RCZ,39497,J02082,,2015-03-05T08:00:00,,2015-04-01 00:00:00,2015-04-22 00:00:00,2015-05-12 00:00:00,Closed
300388D.002,RCZ,39498,J00871,,2015-03-05T08:00:00,,2015-04-01 00:00:00,2015-04-22 00:00:00,2015-05-12 00:00:00,Closed
300388D.002,RCZ,40702,J01544,,2015-04-22T08:00:00,,2015-05-10 00:00:00,2015-05-12 00:00:00,2015-05-12 00:00:00,Closed
300388D.002,,45980,J03853,,,,2016-06-27 00:00:00,2016-04-14 00:00:00,,Closed
300388D.002,,42193,J03631,,2015-09-09 00:00:00,,,,2015-09-04 00:00:00,Open
300388D.002,RCZ,43077,J03231,,2015-09-03T08:00:00,,2015-09-16 00:00:00,2015-10-08 00:00:00,2015-10-14 00:00:00,Closed
300388D.002,,43086,J00908,,2015-09-09 00:00:00,,2015-10-13 00:00:00,2015-10-14 00:00:00,,Closed
300388D.002,,43087,J03970,,2015-09-09 00:00:00,,2015-09-22 00:00:00,2015-10-08 00:00:00,2015-10-14 00:00:00,Closed
300388D.002,RCZ,43088,J03073,,2015-09-03T08:00:00,,2015-09-21 00:00:00,2015-10-08 00:00:00,2015-10-14 00:00:00,Closed
300388D.002,RCZ,43758,J01493,,2015-10-22T08:00:00,,2015-11-17 00:00:00,2015-11-25 00:00:00,2015-12-04 00:00:00,Closed
300388D.002,,44842,J02966,,,,2016-02-05 00:00:00,,2016-03-18 00:00:00,Closed
300388D.002,RCZ,44854,J02115,,2015-12-28T08:00:00,,2016-02-09 00:00:00,,2016-03-18 00:00:00,Closed
300388D.002,RCZ,44855,J03604,,2015-12-28T08:00:00,,2016-02-11 00:00:00,,2016-03-18 00:00:00,Closed
300388D.002,,45546,J03816,,,,2016-02-24 00:00:00,,2016-03-18 00:00:00,Closed
300388D.002,,45980,J03853,,2016-03-10 00:00:00,,2016-03-25 00:00:00,2016-04-14 00:00:00,2016-04-15 00:00:00,Closed
300388D.002,,45982,J03439,,2016-03-10 00:00:00,,2016-03-31 00:00:00,2016-04-14 00:00:00,2016-04-15 00:00:00,Closed
300388D.002,RCF,46695,J01900,,2016-04-02T08:00:00,,2016-04-29 00:00:00,2016-05-03 00:00:00,2016-05-06 00:00:00,Closed
300388D.002,,46165,J03482,,2016-02-26 00:00:00,,2016-05-03 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,Closed
300388D.002,RCZ,46557,J03288,,2016-03-18T07:00:00,,2016-05-03 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,Closed
300388D.002,,46679,J03582,,2016-04-06 00:00:00,,2016-05-04 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,Closed
300388D.002,RCZ,46681,SJ03695,,2016-04-01T08:00:00,,2016-05-05 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,Closed
300388D.002,RCZ,46680,J02540,,2016-04-01T08:00:00,,2016-05-12 00:00:00,2016-05-23 00:00:00,2016-06-02 00:00:00,Closed
300388D.002,RCZ,46757,J02920,,2016-04-04T08:00:00,,2016-05-09 00:00:00,2016-05-23 00:00:00,2016-06-02 00:00:00,Closed
300388D.002,,47143,J03475,,2016-04-12 00:00:00,,2016-05-06 00:00:00,2016-05-23 00:00:00,2016-06-02 00:00:00,Closed
300388D.002,RCZ,47249,J03426,,2016-04-19T08:00:00,,2016-05-26 00:00:00,2016-06-09 00:00:00,2016-06-10 00:00:00,Closed
300388D.002,,47382,J02971,,2016-04-29 00:00:00,,2016-05-26 00:00:00,2016-06-09 00:00:00,2016-06-10 00:00:00,Closed
300388D.002,RCZ,47383,J02982,,2016-04-28T08:00:00,,2016-06-06 00:00:00,2016-06-09 00:00:00,2016-06-10 00:00:00,Closed
300388D.002,,47144,J03527,,2016-04-12 00:00:00,,2016-05-19 00:00:00,2016-06-09 00:00:00,2016-06-10 00:00:00,Closed
300388D.002,RCZ,46555,J03049,,2016-03-18T07:00:00,,2016-06-13 00:00:00,2016-06-29 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,RCZ,47384,J02660,,2016-04-28T08:00:00,,2016-06-15 00:00:00,2016-06-29 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,RCZ,47582,J02624,,2016-05-10T08:00:00,,2016-06-20 00:00:00,2016-06-29 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,RCZ,40701,SJ03878,,2015-04-22T08:00:00,,2015-05-10 00:00:00,2015-05-12 00:00:00,2015-05-12 00:00:00,Closed
300388D.002,,47806,SJ03878,,2016-05-31 00:00:00,,2016-06-17 00:00:00,2016-06-29 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,,60965,J03579,,2016-06-21 00:00:00,,2016-07-06 00:00:00,2016-07-12 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,,47250,J03799,,2016-06-21 00:00:00,,2016-06-27 00:00:00,2016-08-10 00:00:00,2016-07-15 00:00:00,Closed
300388D.002,,26827,J03165,,,,,2013-03-11 00:00:00,,Closed
300388D.002,RCZ,93959,J03165,,2016-08-02T08:00:00,,2016-09-12 00:00:00,2016-09-28 00:00:00,,Closed
300388D.002,,215738,J03263,,,,2016-11-02 00:00:00,2017-01-23 00:00:00,2017-01-23 00:00:00,Closed
300388D.002,,161092,J04003,,,,2017-01-09 00:00:00,2017-01-23 00:00:00,,Closed
300388D.002,,161089,J03455,,,,2017-01-11 00:00:00,2017-01-30 00:00:00,,Closed
300388D.002,,171085,J03701,,,,2017-02-06 00:00:00,2017-02-14 00:00:00,2016-02-15 00:00:00,Closed
300388D.002,,215182,J03292,,,,2017-02-03 00:00:00,2017-02-14 00:00:00,2016-02-15 00:00:00,Closed
300388D.002,,161091,J03433,,,,2017-02-15 00:00:00,2017-02-16 00:00:00,2017-02-17 00:00:00,Closed
300388D.002,,30872,J02596,,2013-10-09 00:00:00,,2014-01-13 00:00:00,2014-01-16 00:00:00,2014-01-17 00:00:00,Closed
300388D.002,RCZ,172084,SJ02596,,2016-10-28T08:00:00,,2017-01-13 00:00:00,2017-02-23 00:00:00,2017-02-23 00:00:00,Closed
300388D.002,RCZ,215883,J03896,,2017-01-17T08:00:00,,2017-02-21 00:00:00,2017-02-23 00:00:00,2017-02-23 00:00:00,Closed
300388D.002,,180121,J04030,,,,2017-02-27 00:00:00,2017-03-03 00:00:00,2017-02-28 00:00:00,Closed
